Area,ISO 3 code,Date,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,18.34,-1.55,-7.79
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,9.74,-0.53,-5.16
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.26,-0.33,-55.93
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,1.65,0.2,13.79
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.39,0.53,61.63
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0,0
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,8.6,-1.02,-10.6
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,9.21,-0.25,-2.64
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.24,-0.33,-57.89
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,1.79,0.42,30.66
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.53,-0.28,-34.57
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.88,0.24,37.5
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.51,0.29,131.82
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,21.78,-0.93,-4.1
Taiwan,TWN,01/03/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,21.66,-1.02,-4.5
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,2.46,-1.17,-32.23
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,19.2,0.15,0.79
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,9.1,0.21,2.36
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.2,-0.37,-64.91
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,1.75,0.08,4.79
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.55,0.45,40.91
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0.01,100
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,10.1,-0.06,-0.59
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,8.59,0.37,4.5
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.18,-0.38,-67.86
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.71,-1.25,-63.78
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.51,-0.16,-23.88
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,1.17,0.31,36.05
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.38,0.14,58.33
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,21.66,-1.02,-4.5
Taiwan,TWN,01/04/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,23.89,-0.33,-1.36
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,2.95,-1.15,-28.05
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,20.94,0.82,4.08
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,9.74,0.35,3.73
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.23,-0.57,-71.25
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,1.76,-0.13,-6.88
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.53,0.44,40.37
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0,0
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,11.2,0.47,4.38
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,9.18,0.42,4.79
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.21,-0.57,-73.08
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,1.19,-1.02,-46.15
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.56,-0.07,-11.11
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,1.15,0.27,30.68
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.38,0.17,80.95
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,23.89,-0.33,-1.36
Taiwan,TWN,01/05/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,25.19,-0.15,-0.59
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.18,-0.73,-18.67
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,22.01,0.58,2.71
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,9.77,-0.42,-4.12
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.33,-0.5,-60.24
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,1.77,-0.02,-1.12
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.44,0.48,50
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.03,0.02,200
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,12.24,1,8.9
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,9.13,-0.39,-4.1
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.3,-0.52,-63.41
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,1.41,-0.71,-33.49
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.64,-0.03,-4.48
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,1.22,0.39,46.99
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.22,0.09,69.23
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,25.19,-0.15,-0.59
Taiwan,TWN,01/06/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,27.03,-0.84,-3.01
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.42,-0.48,-12.31
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,23.61,-0.36,-1.5
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,11.01,-0.54,-4.68
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.36,-0.09,-20
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,1.97,0.24,13.87
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.61,0.33,25.78
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0.01,100
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,12.6,0.18,1.45
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,10.15,-0.59,-5.49
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.34,-0.1,-22.73
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,1.45,-0.72,-33.18
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.86,0.05,6.17
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,1.34,0.16,13.56
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.27,0.17,170
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,27.03,-0.84,-3.01
Taiwan,TWN,01/07/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,26.57,-0.6,-2.21
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.68,0.16,4.55
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,22.89,-0.76,-3.21
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,10.98,-0.43,-3.77
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.62,0.37,148
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,2.22,0.88,65.67
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.6,0.51,46.79
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.01,0,0
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,11.91,-0.33,-2.7
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,10.27,-0.3,-2.84
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.61,0.37,154.17
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,1.46,-0.72,-33.03
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.71,-0.13,-15.48
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,1.23,0.2,19.42
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.37,0.31,516.67
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,26.57,-0.6,-2.21
Taiwan,TWN,01/08/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,25.39,0.87,3.55
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.8,-0.19,-4.76
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,21.59,1.06,5.16
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,10.11,-0.3,-2.88
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.74,0.28,60.87
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,2.4,0.52,27.66
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.66,0.24,16.9
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0.01,100
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,11.48,1.36,13.44
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,9.43,-0.3,-3.08
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.72,0.27,60
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,1.4,-0.71,-33.65
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.68,0,0
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,1.36,0.19,16.24
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.3,0.05,20
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,25.39,0.87,3.55
Taiwan,TWN,01/09/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,23.89,0.02,0.08
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.93,-0.32,-7.53
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,19.96,0.34,1.73
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,10.16,-0.03,-0.29
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.44,-0.05,-10.2
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,2.55,0.46,22.01
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,2.11,0.51,31.88
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.03,0.01,50
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,9.8,0.37,3.92
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,9.59,-0.05,-0.52
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.41,-0.06,-12.77
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,1.38,-0.78,-36.11
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.57,0.02,3.64
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,1.19,0.07,6.25
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.92,0.44,91.67
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,23.89,0.02,0.08
Taiwan,TWN,01/10/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,21.87,-0.68,-3.02
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.41,-0.09,-2.57
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,18.46,-0.59,-3.1
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,9.88,0.36,3.78
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.26,-0.14,-35
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,2,0.36,21.95
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.74,0.5,40.32
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0,0
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,8.58,-0.95,-9.97
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,9.33,0.35,3.9
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.24,-0.14,-36.84
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,1.41,-0.45,-24.19
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.55,0.01,1.85
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.97,0.07,7.78
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.77,0.43,126.47
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,21.87,-0.68,-3.02
Taiwan,TWN,01/11/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,22.13,-0.11,-0.49
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.59,0.08,2.28
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,18.54,-0.19,-1.01
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,10.52,0.37,3.65
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.23,-0.08,-25.81
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,2.13,0.09,4.41
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.9,0.17,9.83
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0,0
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,8.02,-0.56,-6.53
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,9.93,0.3,3.12
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.21,-0.08,-27.59
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,1.46,-0.01,-0.68
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.59,0.07,13.46
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Renewables,TWh,0,0,
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.94,-0.07,-6.93
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.96,0.24,33.33
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,22.13,-0.11,-0.49
Taiwan,TWN,01/12/2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Taiwan,TWN,01/01/2024,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,21.32,0.99,4.87
Taiwan,TWN,01/01/2024,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.19,-0.52,-14.02
Taiwan,TWN,01/01/2024,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,18.13,1.51,9.09
