Date;Country;Region;Export;Import
11/2023;Vương quốc Anh;Others;589,354.33;68,386.58
12/2023;Vương quốc Anh;Others;543,617.04;68,983.61
01/2024;Vương quốc Anh;Others;780,495.40;49,583.26
02/2024;Vương quốc Anh;Others;484,404.84;53,966.36
03/2024;Vương quốc Anh;Others;637,903.27;71,036.35
04/2024;Vương quốc Anh;Others;581,869.25;66,869.70
05/2024;Vương quốc Anh;Others;517,543.41;63,324.76
06/2024;Vương quốc Anh;Others;573,306.58;64,473.67
07/2024;Vương quốc Anh;Others;740,115.01;70,851.74
08/2024;Vương quốc Anh;Others;742,069.96;80,624.31
09/2024;Vương quốc Anh;Others;613,670.87;75,670.17
10/2024;Vương quốc Anh;Others;688,588.93;101,820.24
11/2024;Vương quốc Anh;Others;577,453.50;75,716.45
12/2024;Vương quốc Anh;Others;605,995.41;107,113.63
01/2025;Vương quốc Anh;Others;713,572.29;66,524.57
02/2025;Vương quốc Anh;Others;540,562.38;65,816.71
03/2025;Vương quốc Anh;Others;675,058.78;83,140.01
04/2025;Vương quốc Anh;Others;610,910.93;80,559.92
05/2025;Vương quốc Anh;Others;684,847.02;95,478.56
06/2025;Vương quốc Anh;Others;650,119.39;69,577.12
07/2025;Vương quốc Anh;Others;804,846.03;86,711.17
08/2025;Vương quốc Anh;Others;796,863.89;82,841.35
09/2025;Vương quốc Anh;Others;745,029.98;84,349.29
10/2025;Vương quốc Anh;Others;823,140.28;88,402.28
11/2025;Vương quốc Anh;Others;666,630.21;89,777.72
01/2019;Xin-ga-po;ASEAN;274,094.94;329,783.73
02/2019;Xin-ga-po;ASEAN;212,375.82;294,398.24
03/2019;Xin-ga-po;ASEAN;330,511.66;334,503.51
04/2019;Xin-ga-po;ASEAN;246,069.62;371,100.75
05/2019;Xin-ga-po;ASEAN;339,764.18;384,410.41
06/2019;Xin-ga-po;ASEAN;271,601.25;313,593.98
07/2019;Xin-ga-po;ASEAN;267,171.40;370,666.38
08/2019;Xin-ga-po;ASEAN;328,231.02;290,879.37
09/2019;Xin-ga-po;ASEAN;230,302.87;279,264.83
10/2019;Xin-ga-po;ASEAN;242,256.09;457,477.03
11/2019;Xin-ga-po;ASEAN;239,039.79;308,339.46
12/2019;Xin-ga-po;ASEAN;216,336.59;356,656.80
01/2020;Xin-ga-po;ASEAN;237,680.81;321,421.38
02/2020;Xin-ga-po;ASEAN;251,736.24;297,378.07
03/2020;Xin-ga-po;ASEAN;268,209.58;290,636.04
04/2020;Xin-ga-po;ASEAN;199,590.87;289,852.87
05/2020;Xin-ga-po;ASEAN;178,240.83;254,689.84
06/2020;Xin-ga-po;ASEAN;186,735.39;341,392.23
07/2020;Xin-ga-po;ASEAN;251,944.84;338,090.75
08/2020;Xin-ga-po;ASEAN;232,635.76;292,563.64
09/2020;Xin-ga-po;ASEAN;372,503.61;325,829.06
10/2020;Xin-ga-po;ASEAN;263,457.58;274,037.48
11/2020;Xin-ga-po;ASEAN;325,191.95;300,655.26
12/2020;Xin-ga-po;ASEAN;281,879.62;343,346.95
01/2021;Xin-ga-po;ASEAN;345,400.21;387,511.51
02/2021;Xin-ga-po;ASEAN;224,008.27;270,371.40
03/2021;Xin-ga-po;ASEAN;343,876.31;382,026.26
04/2021;Xin-ga-po;ASEAN;317,420.77;391,141.77
05/2021;Xin-ga-po;ASEAN;331,253.55;381,878.68
06/2021;Xin-ga-po;ASEAN;322,388.78;439,856.20
07/2021;Xin-ga-po;ASEAN;254,465.42;382,489.31
08/2021;Xin-ga-po;ASEAN;335,688.49;257,584.00
09/2021;Xin-ga-po;ASEAN;390,519.43;269,269.43
10/2021;Xin-ga-po;ASEAN;330,777.38;298,860.51
11/2021;Xin-ga-po;ASEAN;413,950.38;349,086.62
12/2021;Xin-ga-po;ASEAN;360,769.07;469,800.62
01/2022;Xin-ga-po;ASEAN;363,463.25;342,369.42
02/2022;Xin-ga-po;ASEAN;259,469.25;313,948.00
03/2022;Xin-ga-po;ASEAN;370,314.62;547,466.68
04/2022;Xin-ga-po;ASEAN;465,840.91;386,188.80
05/2022;Xin-ga-po;ASEAN;449,621.25;475,236.13
06/2022;Xin-ga-po;ASEAN;398,397.91;393,716.47
07/2022;Xin-ga-po;ASEAN;357,082.71;400,431.67
08/2022;Xin-ga-po;ASEAN;405,150.97;358,149.86
09/2022;Xin-ga-po;ASEAN;329,008.62;391,110.98
10/2022;Xin-ga-po;ASEAN;321,261.79;381,332.58
11/2022;Xin-ga-po;ASEAN;232,175.24;471,742.23
12/2022;Xin-ga-po;ASEAN;363,823.44;374,955.69
01/2023;Xin-ga-po;ASEAN;288,559.88;396,107.72
02/2023;Xin-ga-po;ASEAN;389,107.76;416,496.77
03/2023;Xin-ga-po;ASEAN;335,513.98;415,213.63
04/2023;Xin-ga-po;ASEAN;312,040.76;413,727.65
05/2023;Xin-ga-po;ASEAN;364,298.76;426,395.92
06/2023;Xin-ga-po;ASEAN;324,219.61;436,700.47
07/2023;Xin-ga-po;ASEAN;356,926.57;413,863.45
08/2023;Xin-ga-po;ASEAN;392,602.03;416,014.31
09/2023;Xin-ga-po;ASEAN;336,409.51;299,192.48
10/2023;Xin-ga-po;ASEAN;359,868.35;348,636.17
11/2023;Xin-ga-po;ASEAN;388,808.57;353,223.13
12/2023;Xin-ga-po;ASEAN;536,274.19;374,141.91
01/2024;Xin-ga-po;ASEAN;397,363.09;341,892.96
02/2024;Xin-ga-po;ASEAN;339,614.59;410,084.28
03/2024;Xin-ga-po;ASEAN;653,995.96;468,728.31
04/2024;Xin-ga-po;ASEAN;236,223.05;526,386.21
05/2024;Xin-ga-po;ASEAN;483,303.96;376,975.48
06/2024;Xin-ga-po;ASEAN;403,540.89;343,538.03
07/2024;Xin-ga-po;ASEAN;461,884.74;461,527.25
08/2024;Xin-ga-po;ASEAN;489,119.20;428,327.21
09/2024;Xin-ga-po;ASEAN;448,448.39;384,391.90
10/2024;Xin-ga-po;ASEAN;438,382.12;558,561.26
11/2024;Xin-ga-po;ASEAN;388,710.67;430,087.60
12/2024;Xin-ga-po;ASEAN;416,293.90;644,112.84
01/2025;Xin-ga-po;ASEAN;389,405.29;491,308.63
02/2025;Xin-ga-po;ASEAN;417,166.09;443,546.30
03/2025;Xin-ga-po;ASEAN;511,260.29;518,770.78
04/2025;Xin-ga-po;ASEAN;490,052.69;613,866.83
05/2025;Xin-ga-po;ASEAN;506,522.10;416,433.16
06/2025;Xin-ga-po;ASEAN;541,095.59;576,566.10
07/2025;Xin-ga-po;ASEAN;533,400.74;525,312.25
08/2025;Xin-ga-po;ASEAN;442,804.06;415,040.39
09/2025;Xin-ga-po;ASEAN;503,429.62;453,490.94
10/2025;Xin-ga-po;ASEAN;515,597.96;490,309.14
11/2025;Xin-ga-po;ASEAN;433,058.28;465,671.13
01/2019;Xlô-va-ki-a;EU;91,402.65;3,162.91
02/2019;Xlô-va-ki-a;EU;56,906.77;7,776.37
03/2019;Xlô-va-ki-a;EU;78,827.02;2,199.56
04/2019;Xlô-va-ki-a;EU;51,198.42;2,027.58
05/2019;Xlô-va-ki-a;EU;74,209.47;6,896.56
06/2019;Xlô-va-ki-a;EU;83,051.62;1,954.98
07/2019;Xlô-va-ki-a;EU;102,776.62;4,613.64
08/2019;Xlô-va-ki-a;EU;92,699.57;2,950.04
09/2019;Xlô-va-ki-a;EU;77,428.43;2,634.90
10/2019;Xlô-va-ki-a;EU;90,133.76;3,587.15
11/2019;Xlô-va-ki-a;EU;53,390.60;3,227.53
12/2019;Xlô-va-ki-a;EU;60,870.34;3,498.07
01/2020;Xlô-va-ki-a;EU;48,171.90;1,881.63
02/2020;Xlô-va-ki-a;EU;58,361.67;2,773.43
03/2020;Xlô-va-ki-a;EU;79,013.91;4,688.65
04/2020;Xlô-va-ki-a;EU;68,096.32;2,881.87
05/2020;Xlô-va-ki-a;EU;70,455.46;3,386.93
06/2020;Xlô-va-ki-a;EU;86,871.76;6,284.99
07/2020;Xlô-va-ki-a;EU;119,961.50;3,247.41
08/2020;Xlô-va-ki-a;EU;124,457.83;3,496.38
09/2020;Xlô-va-ki-a;EU;125,015.65;2,856.02
10/2020;Xlô-va-ki-a;EU;135,432.41;2,190.38
11/2020;Xlô-va-ki-a;EU;117,935.29;6,240.54
12/2020;Xlô-va-ki-a;EU;131,926.25;7,129.24
01/2021;Xlô-va-ki-a;EU;99,318.73;3,748.50
02/2021;Xlô-va-ki-a;EU;77,966.79;10,538.06
03/2021;Xlô-va-ki-a;EU;111,257.20;5,062.18
04/2021;Xlô-va-ki-a;EU;115,863.64;4,908.11
05/2021;Xlô-va-ki-a;EU;100,561.48;6,463.06
06/2021;Xlô-va-ki-a;EU;98,962.19;7,195.73
07/2021;Xlô-va-ki-a;EU;89,815.35;2,642.27
08/2021;Xlô-va-ki-a;EU;101,664.81;3,909.41
09/2021;Xlô-va-ki-a;EU;112,781.61;5,104.59
10/2021;Xlô-va-ki-a;EU;121,853.71;5,691.33
11/2021;Xlô-va-ki-a;EU;96,942.41;4,069.13
12/2021;Xlô-va-ki-a;EU;112,502.95;8,826.91
01/2022;Xlô-va-ki-a;EU;108,536.07;10,770.27
02/2022;Xlô-va-ki-a;EU;72,501.98;6,079.90
03/2022;Xlô-va-ki-a;EU;138,738.97;3,923.78
04/2022;Xlô-va-ki-a;EU;98,556.40;3,517.02
05/2022;Xlô-va-ki-a;EU;51,421.37;6,426.02
06/2022;Xlô-va-ki-a;EU;82,717.75;6,448.06
07/2022;Xlô-va-ki-a;EU;63,625.51;4,884.10
08/2022;Xlô-va-ki-a;EU;111,283.54;5,620.97
09/2022;Xlô-va-ki-a;EU;97,640.74;5,764.02
10/2022;Xlô-va-ki-a;EU;76,242.86;5,215.05
11/2022;Xlô-va-ki-a;EU;73,977.24;4,782.82
12/2022;Xlô-va-ki-a;EU;61,837.09;4,550.93
01/2023;Xlô-va-ki-a;EU;54,214.93;4,360.46
02/2023;Xlô-va-ki-a;EU;65,157.69;7,874.98
03/2023;Xlô-va-ki-a;EU;80,456.65;3,950.55
04/2023;Xlô-va-ki-a;EU;100,284.92;5,475.98
05/2023;Xlô-va-ki-a;EU;64,819.35;6,959.59
06/2023;Xlô-va-ki-a;EU;73,900.15;7,671.30
07/2023;Xlô-va-ki-a;EU;106,881.30;4,388.86
08/2023;Xlô-va-ki-a;EU;137,669.14;8,587.52
09/2023;Xlô-va-ki-a;EU;109,607.36;6,340.08
10/2023;Xlô-va-ki-a;EU;94,399.34;2,491.81
11/2023;Xlô-va-ki-a;EU;85,391.67;4,551.46
12/2023;Xlô-va-ki-a;EU;64,802.82;2,594.19
01/2024;Xlô-va-ki-a;EU;119,668.45;6,593.04
02/2024;Xlô-va-ki-a;EU;87,861.84;2,111.30
03/2024;Xlô-va-ki-a;EU;130,890.59;3,439.37
04/2024;Xlô-va-ki-a;EU;143,890.57;3,825.35
05/2024;Xlô-va-ki-a;EU;94,143.42;3,836.15
06/2024;Xlô-va-ki-a;EU;150,950.92;3,715.51
07/2024;Xlô-va-ki-a;EU;220,798.13;7,746.51
08/2024;Xlô-va-ki-a;EU;220,594.38;5,978.47
09/2024;Xlô-va-ki-a;EU;125,650.22;6,805.81
10/2024;Xlô-va-ki-a;EU;119,628.55;6,456.12
11/2024;Xlô-va-ki-a;EU;129,451.67;5,225.64
12/2024;Xlô-va-ki-a;EU;131,486.40;3,646.30
01/2025;Xlô-va-ki-a;EU;152,008.98;4,291.78
02/2025;Xlô-va-ki-a;EU;113,949.19;7,506.54
03/2025;Xlô-va-ki-a;EU;129,421.92;6,063.24
04/2025;Xlô-va-ki-a;EU;134,156.14;6,537.92
05/2025;Xlô-va-ki-a;EU;112,729.65;5,685.53
06/2025;Xlô-va-ki-a;EU;134,319.88;5,674.47
07/2025;Xlô-va-ki-a;EU;137,442.66;9,698.52
08/2025;Xlô-va-ki-a;EU;204,416.40;5,924.53
09/2025;Xlô-va-ki-a;EU;180,935.91;5,360.93
10/2025;Xlô-va-ki-a;EU;122,064.77;5,183.25
11/2025;Xlô-va-ki-a;EU;137,547.01;4,602.78
01/2019;Xlô-ven-ni-a;EU;38,597.52;4,021.06
02/2019;Xlô-ven-ni-a;EU;18,840.73;4,582.81
03/2019;Xlô-ven-ni-a;EU;26,474.52;6,049.00
04/2019;Xlô-ven-ni-a;EU;28,522.06;5,997.25
05/2019;Xlô-ven-ni-a;EU;30,374.13;7,700.44
06/2019;Xlô-ven-ni-a;EU;28,130.10;8,642.14
07/2019;Xlô-ven-ni-a;EU;32,199.63;5,866.86
08/2019;Xlô-ven-ni-a;EU;29,993.04;5,211.07
09/2019;Xlô-ven-ni-a;EU;29,615.54;6,714.93
10/2019;Xlô-ven-ni-a;EU;25,336.05;5,187.19
11/2019;Xlô-ven-ni-a;EU;26,904.40;5,388.77
12/2019;Xlô-ven-ni-a;EU;27,243.95;4,213.77
01/2020;Xlô-ven-ni-a;EU;22,679.99;4,897.35
02/2020;Xlô-ven-ni-a;EU;17,978.07;6,833.23
03/2020;Xlô-ven-ni-a;EU;20,092.15;4,759.37
04/2020;Xlô-ven-ni-a;EU;18,307.84;4,402.20
05/2020;Xlô-ven-ni-a;EU;20,312.51;4,795.08
06/2020;Xlô-ven-ni-a;EU;19,856.20;9,069.50
07/2020;Xlô-ven-ni-a;EU;24,366.50;8,078.38
08/2020;Xlô-ven-ni-a;EU;23,417.65;8,138.36
09/2020;Xlô-ven-ni-a;EU;26,660.96;3,348.93
10/2020;Xlô-ven-ni-a;EU;27,441.59;5,940.94
11/2020;Xlô-ven-ni-a;EU;26,352.87;9,289.26
12/2020;Xlô-ven-ni-a;EU;36,669.17;7,156.85
01/2021;Xlô-ven-ni-a;EU;36,452.17;3,137.12
02/2021;Xlô-ven-ni-a;EU;22,172.84;2,676.73
03/2021;Xlô-ven-ni-a;EU;25,395.65;4,511.75
04/2021;Xlô-ven-ni-a;EU;30,554.55;5,940.78
05/2021;Xlô-ven-ni-a;EU;44,141.45;4,540.79
06/2021;Xlô-ven-ni-a;EU;45,551.79;10,096.59
07/2021;Xlô-ven-ni-a;EU;46,697.80;4,967.85
08/2021;Xlô-ven-ni-a;EU;34,560.75;8,382.09
09/2021;Xlô-ven-ni-a;EU;32,260.50;3,497.29
10/2021;Xlô-ven-ni-a;EU;32,283.42;3,098.94
11/2021;Xlô-ven-ni-a;EU;45,460.03;5,809.46
12/2021;Xlô-ven-ni-a;EU;44,465.08;2,323.14
01/2022;Xlô-ven-ni-a;EU;48,580.99;2,498.52
02/2022;Xlô-ven-ni-a;EU;37,690.16;3,539.00
03/2022;Xlô-ven-ni-a;EU;57,216.74;4,468.03
04/2022;Xlô-ven-ni-a;EU;43,541.00;4,810.30
05/2022;Xlô-ven-ni-a;EU;38,410.80;7,145.05
06/2022;Xlô-ven-ni-a;EU;37,419.48;5,444.41
07/2022;Xlô-ven-ni-a;EU;34,994.41;4,413.80
08/2022;Xlô-ven-ni-a;EU;34,626.83;10,350.75
09/2022;Xlô-ven-ni-a;EU;38,495.43;4,458.34
10/2022;Xlô-ven-ni-a;EU;41,231.06;6,903.87
11/2022;Xlô-ven-ni-a;EU;46,559.57;6,084.86
12/2022;Xlô-ven-ni-a;EU;43,311.92;10,879.22
01/2023;Xlô-ven-ni-a;EU;26,203.21;6,160.76
02/2023;Xlô-ven-ni-a;EU;28,037.65;8,729.17
03/2023;Xlô-ven-ni-a;EU;36,568.49;9,519.24
04/2023;Xlô-ven-ni-a;EU;36,738.98;9,237.49
05/2023;Xlô-ven-ni-a;EU;31,979.69;8,922.05
06/2023;Xlô-ven-ni-a;EU;30,158.19;8,049.24
07/2023;Xlô-ven-ni-a;EU;31,777.78;7,792.42
08/2023;Xlô-ven-ni-a;EU;36,253.83;6,101.73
09/2023;Xlô-ven-ni-a;EU;26,928.11;23,369.71
10/2023;Xlô-ven-ni-a;EU;34,545.55;9,762.81
11/2023;Xlô-ven-ni-a;EU;46,562.16;10,147.82
12/2023;Xlô-ven-ni-a;EU;36,268.80;6,922.71
01/2024;Xlô-ven-ni-a;EU;31,482.63;7,397.62
02/2024;Xlô-ven-ni-a;EU;28,618.68;7,869.23
03/2024;Xlô-ven-ni-a;EU;34,688.63;8,962.15
04/2024;Xlô-ven-ni-a;EU;32,228.33;10,951.10
05/2024;Xlô-ven-ni-a;EU;51,991.79;9,175.99
06/2024;Xlô-ven-ni-a;EU;28,943.42;13,335.83
07/2024;Xlô-ven-ni-a;EU;36,846.10;10,760.54
08/2024;Xlô-ven-ni-a;EU;31,022.98;8,924.74
09/2024;Xlô-ven-ni-a;EU;36,684.26;9,574.41
10/2024;Xlô-ven-ni-a;EU;29,024.74;7,909.96
11/2024;Xlô-ven-ni-a;EU;27,478.84;5,672.90
12/2024;Xlô-ven-ni-a;EU;32,789.55;7,492.41
01/2025;Xlô-ven-ni-a;EU;23,432.07;4,881.01
02/2025;Xlô-ven-ni-a;EU;32,922.11;7,093.85
03/2025;Xlô-ven-ni-a;EU;34,536.46;7,612.25
04/2025;Xlô-ven-ni-a;EU;36,076.43;7,087.34
05/2025;Xlô-ven-ni-a;EU;33,287.50;10,948.69
06/2025;Xlô-ven-ni-a;EU;32,506.89;9,345.44
07/2025;Xlô-ven-ni-a;EU;32,613.46;10,246.80
08/2025;Xlô-ven-ni-a;EU;29,978.33;8,404.47
09/2025;Xlô-ven-ni-a;EU;23,928.67;8,190.89
10/2025;Xlô-ven-ni-a;EU;26,155.65;9,089.44
11/2025;Xlô-ven-ni-a;EU;35,711.37;10,398.49
01/2019;Xê-nê-gan;Others;2,193.15;0.00
02/2019;Xê-nê-gan;Others;728.00;0.00
03/2019;Xê-nê-gan;Others;3,362.97;0.00
04/2019;Xê-nê-gan;Others;1,680.50;0.00
05/2019;Xê-nê-gan;Others;1,544.51;0.00
06/2019;Xê-nê-gan;Others;4,566.44;0.00
07/2019;Xê-nê-gan;Others;867.08;0.00
08/2019;Xê-nê-gan;Others;4,904.65;0.00
09/2019;Xê-nê-gan;Others;13,907.03;0.00
10/2019;Xê-nê-gan;Others;5,062.64;0.00
11/2019;Xê-nê-gan;Others;2,606.46;0.00
12/2019;Xê-nê-gan;Others;11,140.13;0.00
01/2020;Xênêgan;Others;1,208.75;0.00
02/2020;Xênêgan;Others;2,343.08;0.00
03/2020;Xênêgan;Others;2,590.65;0.00
04/2020;Xênêgan;Others;1,481.61;0.00
05/2020;Xênêgan;Others;10,310.28;0.00
06/2020;Xênêgan;Others;7,098.82;0.00
07/2020;Xênêgan;Others;1,438.00;0.00
08/2020;Xênêgan;Others;2,139.92;0.00
09/2020;Xênêgan;Others;2,051.99;0.00
10/2020;Xênêgan;Others;3,008.97;0.00
11/2020;Xênêgan;Others;2,050.77;0.00
12/2020;Xênêgan;Others;3,207.32;0.00
01/2021;Xênêgan;Others;1,856.69;0.00
02/2021;Xênêgan;Others;1,842.56;0.00
03/2021;Xênêgan;Others;1,880.91;0.00
04/2021;Xênêgan;Others;1,797.39;0.00
05/2021;Xênêgan;Others;2,342.81;0.00
06/2021;Xênêgan;Others;3,148.23;0.00
07/2021;Xênêgan;Others;1,497.56;0.00
08/2021;Xênêgan;Others;2,302.94;0.00
09/2021;Xênêgan;Others;2,614.93;0.00
10/2021;Xênêgan;Others;3,345.63;0.00
11/2021;Xênêgan;Others;4,129.68;0.00
12/2021;Xênêgan;Others;3,625.25;0.00
01/2022;Xênêgan;Others;5,456.29;0.00
02/2022;Xênêgan;Others;1,533.87;0.00
03/2022;Xênêgan;Others;4,313.64;0.00
04/2022;Xênêgan;Others;4,796.51;0.00
05/2022;Xênêgan;Others;3,091.90;0.00
06/2022;Xênêgan;Others;3,615.32;0.00
07/2022;Xênêgan;Others;3,287.29;0.00
08/2022;Xênêgan;Others;2,285.83;0.00
09/2022;Xênêgan;Others;2,091.95;0.00
10/2022;Xênêgan;Others;1,656.39;0.00
11/2022;Xênêgan;Others;2,185.44;0.00
12/2022;Xênêgan;Others;1,926.05;0.00
01/2023;Xênêgan;Others;2,095.50;0.00
02/2023;Xênêgan;Others;3,157.83;0.00
03/2023;Xênêgan;Others;2,262.76;0.00
04/2023;Xênêgan;Others;3,750.71;0.00
05/2023;Xênêgan;Others;7,471.35;0.00
06/2023;Xênêgan;Others;2,713.80;0.00
07/2023;Xênêgan;Others;3,339.34;0.00
08/2023;Xênêgan;Others;2,611.35;0.00
09/2023;Xênêgan;Others;2,397.86;0.00
10/2023;Xênêgan;Others;1,949.24;0.00
11/2023;Xênêgan;Others;3,213.11;0.00
12/2023;Xênêgan;Others;2,846.00;0.00
01/2024;Xênêgan;Others;2,936.43;0.00
02/2024;Xênêgan;Others;2,498.79;0.00
03/2024;Xênêgan;Others;3,746.20;0.00
04/2024;Xênêgan;Others;4,610.49;0.00
05/2024;Xênêgan;Others;2,242.85;0.00
06/2024;Xênêgan;Others;2,167.99;0.00
07/2024;Xênêgan;Others;2,681.72;0.00
08/2024;Xênêgan;Others;2,423.37;0.00
09/2024;Xênêgan;Others;3,208.61;0.00
10/2024;Xênêgan;Others;2,858.33;0.00
11/2024;Xênêgan;Others;7,617.98;0.00
12/2024;Xênêgan;Others;6,921.97;0.00
01/2025;Xênêgan;Others;2,655.15;0.00
02/2025;Xênêgan;Others;3,497.40;0.00
03/2025;Xênêgan;Others;22,331.48;0.00
04/2025;Xênêgan;Others;14,950.36;0.00
05/2025;Xênêgan;Others;5,864.40;0.00
06/2025;Xênêgan;Others;7,970.38;0.00
07/2025;Xênêgan;Others;15,722.48;0.00
08/2025;Xênêgan;Others;4,361.10;0.00
09/2025;Xênêgan;Others;14,883.82;0.00
10/2025;Xênêgan;Others;4,593.25;0.00
11/2025;Xênêgan;Others;3,461.30;0.00
01/2019;Ác-hen-ti-na;Others;21,196.59;183,811.92
02/2019;Ác-hen-ti-na;Others;18,337.54;121,403.69
03/2019;Ác-hen-ti-na;Others;37,813.95;185,539.39
04/2019;Ác-hen-ti-na;Others;25,834.68;261,825.59
05/2019;Ác-hen-ti-na;Others;57,486.14;418,124.45
06/2019;Ác-hen-ti-na;Others;61,811.65;256,632.40
07/2019;Ác-hen-ti-na;Others;56,212.35;319,724.70
08/2019;Ác-hen-ti-na;Others;71,023.95;320,997.26
09/2019;Ác-hen-ti-na;Others;59,523.26;379,201.26
10/2019;Ác-hen-ti-na;Others;38,886.13;310,865.60
11/2019;Ác-hen-ti-na;Others;39,137.54;206,361.76
12/2019;Ác-hen-ti-na;Others;66,887.03;269,738.98
01/2020;Ác-hen-ti-na;Others;28,234.87;175,777.69
02/2020;Ác-hen-ti-na;Others;37,599.15;213,201.92
03/2020;Ác-hen-ti-na;Others;53,949.65;180,946.60
04/2020;Ác-hen-ti-na;Others;21,045.86;222,175.52
05/2020;Ác-hen-ti-na;Others;23,024.79;293,307.13
06/2020;Ác-hen-ti-na;Others;60,774.03;362,155.72
07/2020;Ác-hen-ti-na;Others;52,994.69;424,893.31
08/2020;Ác-hen-ti-na;Others;60,797.60;373,134.83
09/2020;Ác-hen-ti-na;Others;69,031.87;385,149.56
10/2020;Ác-hen-ti-na;Others;55,147.93;287,998.82
11/2020;Ác-hen-ti-na;Others;48,250.79;211,721.68
12/2020;Ác-hen-ti-na;Others;56,248.55;253,722.14
01/2021;Ác-hen-ti-na;Others;96,443.28;148,078.77
02/2021;Ác-hen-ti-na;Others;77,699.58;117,962.91
03/2021;Ác-hen-ti-na;Others;76,455.54;304,887.51
04/2021;Ác-hen-ti-na;Others;71,353.33;283,449.39
05/2021;Ác-hen-ti-na;Others;96,878.03;436,433.91
06/2021;Ác-hen-ti-na;Others;62,612.23;263,847.87
07/2021;Ác-hen-ti-na;Others;70,897.21;480,197.94
08/2021;Ác-hen-ti-na;Others;44,857.94;238,554.23
09/2021;Ác-hen-ti-na;Others;51,650.95;377,200.89
10/2021;Ác-hen-ti-na;Others;50,231.91;420,544.31
11/2021;Ác-hen-ti-na;Others;58,922.22;397,324.37
12/2021;Ác-hen-ti-na;Others;74,091.36;206,978.63
01/2022;Ác-hen-ti-na;Others;68,259.41;328,061.94
02/2022;Ác-hen-ti-na;Others;56,909.91;188,617.71
03/2022;Ác-hen-ti-na;Others;143,640.40;184,762.93
04/2022;Ác-hen-ti-na;Others;104,115.97;249,675.09
05/2022;Ác-hen-ti-na;Others;77,323.31;487,406.36
06/2022;Ác-hen-ti-na;Others;57,749.85;542,021.68
07/2022;Ác-hen-ti-na;Others;69,536.09;339,080.02
08/2022;Ác-hen-ti-na;Others;61,851.69;357,420.20
09/2022;Ác-hen-ti-na;Others;47,607.97;431,930.35
10/2022;Ác-hen-ti-na;Others;69,604.99;336,598.75
11/2022;Ác-hen-ti-na;Others;50,131.09;267,455.11
12/2022;Ác-hen-ti-na;Others;44,940.80;318,779.59
01/2023;Ác-hen-ti-na;Others;111,391.12;242,598.68
02/2023;Ác-hen-ti-na;Others;97,043.96;163,525.63
03/2023;Ác-hen-ti-na;Others;114,585.49;127,331.90
04/2023;Ác-hen-ti-na;Others;163,105.60;141,511.55
05/2023;Ác-hen-ti-na;Others;101,824.81;169,714.89
06/2023;Ác-hen-ti-na;Others;94,652.28;190,028.40
07/2023;Ác-hen-ti-na;Others;71,308.99;252,243.15
08/2023;Ác-hen-ti-na;Others;43,994.88;415,702.38
09/2023;Ác-hen-ti-na;Others;89,679.49;260,132.34
10/2023;Ác-hen-ti-na;Others;29,462.89;262,416.79
11/2023;Ác-hen-ti-na;Others;34,258.88;135,850.25
12/2023;Ác-hen-ti-na;Others;24,541.79;109,336.34
01/2024;Ác-hen-ti-na;Others;18,768.33;128,379.79
02/2024;Ác-hen-ti-na;Others;15,224.62;116,668.16
03/2024;Ác-hen-ti-na;Others;20,013.91;250,884.34
04/2024;Ác-hen-ti-na;Others;32,068.02;298,715.68
05/2024;Ác-hen-ti-na;Others;38,936.19;363,017.78
06/2024;Ác-hen-ti-na;Others;62,436.31;325,167.14
07/2024;Ác-hen-ti-na;Others;28,067.47;289,497.07
08/2024;Ác-hen-ti-na;Others;49,976.22;418,916.41
09/2024;Ác-hen-ti-na;Others;67,045.77;247,806.41
10/2024;Ác-hen-ti-na;Others;70,057.52;418,959.67
11/2024;Ác-hen-ti-na;Others;64,540.24;367,548.57
12/2024;Ác-hen-ti-na;Others;52,777.78;358,761.02
01/2025;Ác-hen-ti-na;Others;85,508.85;231,561.18
02/2025;Ác-hen-ti-na;Others;87,464.18;328,611.68
03/2025;Ác-hen-ti-na;Others;88,133.15;253,134.00
04/2025;Ác-hen-ti-na;Others;95,830.47;310,938.93
05/2025;Ác-hen-ti-na;Others;86,667.43;378,251.75
06/2025;Ác-hen-ti-na;Others;85,999.25;221,247.85
07/2025;Ác-hen-ti-na;Others;104,608.86;270,973.68
08/2025;Ác-hen-ti-na;Others;82,496.12;356,033.02
09/2025;Ác-hen-ti-na;Others;55,332.85;363,804.07
10/2025;Ác-hen-ti-na;Others;29,739.90;288,077.48
11/2025;Ác-hen-ti-na;Others;30,069.23;174,802.42
01/2019;Áo;EU;267,239.01;21,566.92
02/2019;Áo;EU;227,179.16;22,245.11
03/2019;Áo;EU;370,271.93;23,602.57
04/2019;Áo;EU;277,059.21;21,429.03
05/2019;Áo;EU;252,421.65;34,838.14
06/2019;Áo;EU;253,447.14;31,936.75
07/2019;Áo;EU;253,110.89;33,945.32
08/2019;Áo;EU;286,869.87;27,395.44
09/2019;Áo;EU;270,412.17;38,169.75
10/2019;Áo;EU;332,932.96;25,434.20
11/2019;Áo;EU;340,982.08;24,675.85
12/2019;Áo;EU;134,147.12;36,888.37
01/2020;Áo;EU;191,381.01;18,503.13
02/2020;Áo;EU;283,310.77;26,001.56
03/2020;Áo;EU;355,335.12;21,384.66
04/2020;Áo;EU;150,348.51;29,261.66
05/2020;Áo;EU;195,493.75;22,012.47
